Country,Year,Total,Total Including Landuse,CO2 Only
Afghanistan,1990,15.2969,15.9612,2.9907
Afghanistan,1991,15.3514,15.3516,2.7412
Afghanistan,1992,14.0513,14.0515,1.4252
Afghanistan,1993,14.0649,14.065,1.352
Afghanistan,1994,14.0222,14.0224,1.2971
Afghanistan,1995,14.3679,14.3681,1.2458
Afghanistan,1996,15.351,15.3511,1.1761
Afghanistan,1997,16.3108,16.3109,1.0882
Afghanistan,1998,17.1511,17.1513,1.0332
Afghanistan,1999,18.0201,18.0202,0.8061
Afghanistan,2000,16.6085,16.6092,0.7584
Afghanistan,2001,15.1394,15.1397,0.6229
Afghanistan,2002,17.2393,17.2393,0.8904
Afghanistan,2003,18.0134,18.0134,1.0369
Afghanistan,2004,17.8962,17.8962,0.9563
Afghanistan,2005,18.8293,18.8293,1.3374
Afghanistan,2006,19.5583,19.559,1.6598
Afghanistan,2007,20.238,20.238,2.279
Afghanistan,2008,23.648,23.6488,4.2099
Afghanistan,2009,26.9613,26.9613,6.7711
Afghanistan,2010,30.6224,30.6224,8.4602
Afghanistan,2011,34.7302,34.7302,12.2378
Afghanistan,2012,30.7589,30.7589,8.5517
Albania,1990,12.0371,12.1807,6.6237
Albania,1991,9.4295,9.5756,4.6804
Albania,1992,7.1834,7.332,2.8289
Albania,1993,6.5306,6.6817,2.3089
Albania,1994,6.9933,7.147,2.3938
Albania,1995,6.2833,6.4395,1.9589
Albania,1996,5.9776,6.1214,1.9726
Albania,1997,5.2956,5.462,1.4813
Albania,1998,5.4628,5.6146,1.7103
Albania,1999,6.7252,6.8764,2.9813
Albania,2000,6.9589,7.1764,3.1379
Albania,2001,6.9592,7.8356,3.2
Albania,2002,7.5414,8.4256,3.67
Albania,2003,8.0552,8.9524,4.1295
Albania,2004,8.2436,9.1458,4.4158
Albania,2005,8.0462,8.9582,4.2155
Albania,2006,7.8835,7.6516,4.1301
Albania,2007,7.9406,7.9089,4.2933
Albania,2008,7.7499,7.5265,4.238
Albania,2009,7.6299,7.4037,4.1933
Albania,2010,7.975,7.7499,4.5485
Albania,2011,8.2444,8.0391,4.7785
Albania,2012,7.3332,7.2191,3.83
Algeria,1990,92.255,94.0745,69.5996
Algeria,1991,91.6761,93.2648,68.635
Algeria,1992,92.1393,93.7285,68.1796
Algeria,1993,100.2326,101.8224,75.5554
Algeria,1994,98.1717,99.7619,73.2444
Algeria,1995,100.1487,101.7394,74.6878
Algeria,1996,100.7321,102.3112,72.7802
Algeria,1997,104.8665,106.4167,74.6757
Algeria,1998,109.4997,111.0538,76.1473
Algeria,1999,115.7451,117.3051,79.9153
Algeria,2000,119.0905,121.0096,80.9427
Algeria,2001,116.7768,118.2522,77.1518
Algeria,2002,123.5349,125.0231,82.8558
Algeria,2003,128.4537,129.9617,86.2931
Algeria,2004,131.2492,132.7304,86.9744
Algeria,2005,136.4943,138.0438,91.62
Algeria,2006,142.5102,144.1031,96.291
Algeria,2007,150.9651,152.8032,103.6753
Algeria,2008,155.7524,157.358,107.9449
Algeria,2009,166.2352,167.7364,116.5058
Algeria,2010,167.8467,169.3229,116.827
Algeria,2011,173.9844,175.6161,120.9085
Algeria,2012,187.3349,189.0811,131.6345
Angola,1990,52.3449,105.0185,6.4579
Angola,1991,53.9428,106.6158,6.6611
Angola,1992,55.1535,107.8258,6.4589
Angola,1993,56.8919,109.5636,6.9997
Angola,1994,57.9605,110.6316,6.7822
Angola,1995,63.2909,115.9614,10.8677
Angola,1996,63.7804,120.3827,11.4655
Angola,1997,64.5449,119.0531,11.784
Angola,1998,67.9319,127.8072,11.7163
Angola,1999,67.8067,125.7902,12.8107
Angola,2000,69.3905,123.2677,12.825
Angola,2001,74.3634,121.3547,13.4909
Angola,2002,78.8565,129.1985,14.3113
Angola,2003,90.5141,140.9043,18.688
Angola,2004,96.1123,149.1673,19.4644
Angola,2005,99.2745,152.675,18.6439
Angola,2006,106.1246,155.7864,20.7232
Angola,2007,118.893,169.9666,23.403
Angola,2008,126.7638,176.7993,25.0796
Angola,2009,137.002,187.8515,27.2276
Angola,2010,147.9116,199.3001,28.9468
Angola,2011,150.7501,206.2984,29.2168
Angola,2012,149.9239,199.7219,29.3342
Antigua & Barbuda,1990,0.4227,0.4038,0.3004
Antigua & Barbuda,1991,0.419,0.4002,0.2895
Antigua & Barbuda,1992,0.4265,0.4079,0.2895
Antigua & Barbuda,1993,0.449,0.4305,0.3041
Antigua & Barbuda,1994,0.4644,0.4461,0.3114
Antigua & Barbuda,1995,0.4834,0.4652,0.3224
Antigua & Barbuda,1996,0.5013,0.4833,0.3224
Antigua & Barbuda,1997,0.534,0.5161,0.3371
Antigua & Barbuda,1998,0.5481,0.5303,0.3334
Antigua & Barbuda,1999,0.5806,0.563,0.3481
Antigua & Barbuda,2000,0.5943,0.5769,0.3444
Antigua & Barbuda,2001,0.6189,0.6149,0.3444
Antigua & Barbuda,2002,0.6613,0.6574,0.3627
Antigua & Barbuda,2003,0.7113,0.7075,0.3884
Antigua & Barbuda,2004,0.7534,0.7497,0.4067
Antigua & Barbuda,2005,0.7804,0.7769,0.4104
Antigua & Barbuda,2006,0.8229,0.8229,0.425
Antigua & Barbuda,2007,0.8956,0.8956,0.469
Antigua & Barbuda,2008,0.9352,0.9352,0.48
Antigua & Barbuda,2009,0.9925,0.9925,0.5093
Antigua & Barbuda,2010,1.018,1.018,0.524
Antigua & Barbuda,2011,1.0351,1.0351,0.513
Antigua & Barbuda,2012,1.1365,1.1365,0.5864
Argentina,1990,233.7956,312.9334,106.357
Argentina,1991,238.4044,306.0991,111.6405
Argentina,1992,242.951,311.3852,113.9208
Argentina,1993,243.312,312.4856,115.3229
Argentina,1994,253.6927,323.6057,123.4174
Argentina,1995,256.5896,327.242,126.5423
Argentina,1996,265.2518,336.1749,135.907
Argentina,1997,268.8841,341.0274,139.6335
Argentina,1998,270.8315,343.6716,143.3634
Argentina,1999,277.5198,352.2505,146.645
Argentina,2000,280.0677,353.1693,146.025
Argentina,2001,274.1757,345.0856,135.5755
Argentina,2002,266.7804,338.9397,127.8437
Argentina,2003,287.5601,361.0857,138.7102
Argentina,2004,302.206,377.3669,154.2489
Argentina,2005,305.8821,379.6889,157.6305
Argentina,2006,319.7875,384.452,167.9118
Argentina,2007,330.0338,394.9095,174.9396
Argentina,2008,338.3464,407.1063,185.8391
Argentina,2009,322.7855,389.4891,178.1424
Argentina,2010,323.5705,389.3786,183.1064
Argentina,2011,328.183,394.6995,191.0226
Argentina,2012,338.0027,405.0348,195.7599
Armenia,1990,,,20.7013
Armenia,1991,,,21.6437
Armenia,1992,14.4095,14.4099,10.8779
Armenia,1993,8.3512,9.1936,5.0989
Armenia,1994,5.8556,6.6957,2.8113
Armenia,1995,6.4286,7.2664,3.5336
Armenia,1996,5.3501,6.1854,2.5692
Armenia,1997,5.962,6.795,3.3266
Armenia,1998,5.9125,6.7452,3.4602
Armenia,1999,5.4111,6.2395,3.1029
Armenia,2000,5.7079,6.5337,3.5099
Armenia,2001,5.8532,6.6603,3.5902
Armenia,2002,5.475,6.2797,3.0659
Armenia,2003,5.892,6.6946,3.4405
Armenia,2004,6.289,7.0894,3.7092
Armenia,2005,7.0166,7.8149,4.4204
Armenia,2006,7.1583,7.9556,4.4514
Armenia,2007,7.9586,8.7519,5.1491
Armenia,2008,8.5407,9.3321,5.6447
Armenia,2009,7.3958,8.1845,4.4945
Armenia,2010,7.2134,8.0001,4.2818
Armenia,2011,7.8902,8.6751,4.9092
Armenia,2012,8.5223,9.3041,5.42
Australia,1990,481.4348,503.7846,264.4098
Australia,1991,480.3105,495.958,265.3529
Australia,1992,479.9561,495.6116,268.6119
Australia,1993,481.4255,497.089,272.6765
Australia,1994,488.6949,504.3664,279.1766
Australia,1995,496.1494,511.829,289.5029
Australia,1996,496.1906,512.9393,299.8478
Australia,1997,502.7718,522.0495,307.4111
Australia,1998,529.5226,546.9995,326.9695
Australia,1999,566.7131,585.4218,333.7733
Australia,2000,588.8542,603.2188,339.6558
Australia,2001,595.8881,646.8093,346.0988
Australia,2002,591.6902,644.4745,350.7344
Australia,2003,538.1254,597.5878,358.1179
Australia,2004,586.3046,635.3981,372.531
Australia,2005,558.8431,607.6415,376.4757
Australia,2006,592.5156,628.4976,381.1014
Australia,2007,594.8935,626.5232,391.2298
Australia,2008,572.7491,602.4292,393.9384
Australia,2009,587.1656,622.0932,400.1651
Australia,2010,559.9069,592.6253,392.2326
Australia,2011,648.3121,683.1497,393.3293
Australia,2012,648.2292,685.0529,391.2778
Austria,1990,75.0507,64.3136,58.8502
Austria,1991,78.9541,66.1761,63.0288
Austria,1992,73.7619,60.9478,58.1362
Austria,1993,73.865,61.0149,58.4222
Austria,1994,73.5491,60.6629,58.5372
Austria,1995,76.0114,63.0892,61.2663
Austria,1996,79.6096,66.6513,65.0409
Austria,1997,78.6258,65.6314,64.3199
Austria,1998,78.9341,65.9037,64.8099
Austria,1999,77.1142,64.0484,63.2416
Austria,2000,77.1076,64.0051,63.5433
Austria,2001,81.0264,63.7666,67.7243
Austria,2002,82.6856,65.3864,69.3129
Austria,2003,88.402,71.0638,74.4946
Austria,2004,88.2445,70.867,75.8391
Austria,2005,89.1,71.6823,76.9017
Austria,2006,86.9687,91.5697,74.8882
Austria,2007,84.5619,89.1797,72.6241
Austria,2008,85.5067,90.1401,73.4854
Austria,2009,78.152,82.8017,66.2756
Austria,2010,83.5073,88.1731,71.5215
Austria,2011,81.9803,86.6624,69.8857
Austria,2012,78.9562,83.6544,66.9377
Azerbaijan,1990,,,59.5146
Azerbaijan,1991,,,69.4582
Azerbaijan,1992,62.5656,62.57,47.2136
Azerbaijan,1993,70.3823,70.3867,55.9787
Azerbaijan,1994,63.6168,63.6212,50.0769
Azerbaijan,1995,60.2659,60.2702,47.2885
Azerbaijan,1996,55.592,55.5936,42.2021
Azerbaijan,1997,55.2422,55.2441,41.1823
Azerbaijan,1998,56.5547,56.5684,41.9354
Azerbaijan,1999,54.7588,54.7607,39.5434
Azerbaijan,2000,56.2688,56.2929,40.5403
Azerbaijan,2001,56.0363,56.0416,39.2415
Azerbaijan,2002,56.7526,56.7553,39.0279
Azerbaijan,2003,53.4362,53.4367,34.7744
Azerbaijan,2004,55.5848,55.586,35.9783
Azerbaijan,2005,58.9046,58.9057,38.4474
Azerbaijan,2006,58.3759,58.3781,35.101
Azerbaijan,2007,58.1453,58.1457,32.2396
Azerbaijan,2008,63.257,63.2616,34.542
Azerbaijan,2009,59.532,59.5332,28.1593
Azerbaijan,2010,60.8307,60.8407,26.8219
Azerbaijan,2011,64.7721,64.7733,29.1487
Azerbaijan,2012,69.3364,69.3374,32.0843
"Bahamas, The",1990,2.1263,0.9076,1.9492
"Bahamas, The",1991,1.96,0.7413,1.7807
"Bahamas, The",1992,1.971,0.7523,1.788
"Bahamas, The",1993,1.8814,0.6627,1.6964
"Bahamas, The",1994,1.8719,0.6532,1.6854
"Bahamas, The",1995,1.8734,0.6546,1.6781
"Bahamas, The",1996,1.8718,0.6519,1.6671
"Bahamas, The",1997,1.5686,0.3476,1.363
"Bahamas, The",1998,1.8981,0.6874,1.6781
"Bahamas, The",1999,1.8891,0.6773,1.6708
"Bahamas, The",2000,1.8829,0.6961,1.6671
"Bahamas, The",2001,1.7872,1.074,1.5682
"Bahamas, The",2002,1.7971,1.0805,1.5755
"Bahamas, The",2003,1.743,0.9907,1.5169
"Bahamas, The",2004,1.972,1.37,1.7221
"Bahamas, The",2005,1.841,1.1811,1.5975
"Bahamas, The",2006,1.7697,1.8256,1.5206
"Bahamas, The",2007,1.7995,1.8497,1.5425
"Bahamas, The",2008,1.3167,1.5036,1.0442
"Bahamas, The",2009,1.908,1.9825,1.6378
"Bahamas, The",2010,2.7352,2.7639,2.4622
"Bahamas, The",2011,2.1962,2.3856,1.9016
"Bahamas, The",2012,4.124,4.1728,3.8361
Bahrain,1990,15.2872,15.287,12.5133
Bahrain,1991,14.896,14.8959,12.0433
Bahrain,1992,16.953,16.9395,14.0199
Bahrain,1993,17.9452,17.945,14.9336
Bahrain,1994,18.3441,18.3439,15.2536
Bahrain,1995,18.6573,18.6571,15.4889
Bahrain,1996,19.267,19.2669,16.0253
Bahrain,1997,19.7676,19.7675,16.4543
Bahrain,1998,20.7609,20.7607,17.3736
Bahrain,1999,20.9531,20.9392,17.4969
Bahrain,2000,21.3803,21.3801,17.854
Bahrain,2001,22.0051,22.0048,18.404
Bahrain,2002,23.013,23.0127,19.213
Bahrain,2003,23.643,23.6428,19.886
Bahrain,2004,23.739,23.7388,19.9079
Bahrain,2005,26.6225,26.6081,22.6879
Bahrain,2006,28.6579,28.6632,24.5879
Bahrain,2007,28.9998,28.9965,24.9379
Bahrain,2008,31.1098,31.1079,26.9698
Bahrain,2009,31.5259,31.5227,27.3181
Bahrain,2010,32.7016,32.6983,28.4081
Bahrain,2011,32.8214,32.8195,28.4594
Bahrain,2012,33.2543,33.2509,28.81
Bangladesh,1990,87.1179,119.4942,13.7385
Bangladesh,1991,87.1747,118.8887,12.8756
Bangladesh,1992,89.2341,120.9487,14.0856
Bangladesh,1993,90.9774,122.6925,15.3356
Bangladesh,1994,93.522,125.2377,16.4892
Bangladesh,1995,99.5109,131.2272,20.3892
Bangladesh,1996,100.4488,132.167,20.8824
Bangladesh,1997,102.5451,134.2615,22.8556
Bangladesh,1998,103.6855,135.3959,24.1692
Bangladesh,1999,107.0486,138.7997,24.4906
Bangladesh,2000,110.2267,141.919,26.8444
Bangladesh,2001,115.4979,147.6014,31.5452
Bangladesh,2002,118.1489,150.1332,32.6315
Bangladesh,2003,120.1389,152.1527,34.5915
Bangladesh,2004,120.5295,152.5844,35.2815
Bangladesh,2005,124.8775,156.896,37.6428
Bangladesh,2006,129.783,161.2423,40.7328
Bangladesh,2007,132.9035,164.3598,43.1328
Bangladesh,2008,140.061,171.4009,46.0415
Bangladesh,2009,143.4203,174.8531,49.1515
Bangladesh,2010,150.8445,182.2115,54.9915
Bangladesh,2011,155.523,186.8364,58.0115
Bangladesh,2012,158.5093,189.8558,62.0415
Barbados,1990,2.8486,2.8275,1.0736
Barbados,1991,3.0073,2.9861,1.2055
Barbados,1992,2.8076,2.7865,0.9783
Barbados,1993,2.9653,2.9441,1.1139
Barbados,1994,2.6292,2.6081,0.7511
Barbados,1995,2.736,2.7149,0.8281
Barbados,1996,2.7699,2.7487,0.85
Barbados,1997,2.8251,2.804,0.8977
Barbados,1998,3.0759,3.0547,1.1395
Barbados,1999,3.1535,3.1324,1.2091
Barbados,2000,3.1397,3.1186,1.1871
Barbados,2001,3.1758,3.1635,1.2201
Barbados,2002,3.1781,3.1659,1.2274
Barbados,2003,3.2271,3.2148,1.2714
Barbados,2004,3.2662,3.254,1.2934
Barbados,2005,3.3184,3.3062,1.352
Barbados,2006,3.3436,3.3436,1.3703
Barbados,2007,3.4066,3.4066,1.4253
Barbados,2008,3.6195,3.6195,1.6232
Barbados,2009,3.6218,3.6218,1.6195
Barbados,2010,3.5274,3.5274,1.5132
Barbados,2011,3.5902,3.5902,1.5645
Barbados,2012,3.3496,3.3496,1.3116
Belarus,1990,,,126.4786
Belarus,1991,,,121.376
Belarus,1992,129.2536,154.3836,100.3568
Belarus,1993,112.0066,102.8749,84.1653
Belarus,1994,97.9099,88.4653,71.2901
Belarus,1995,88.1022,78.3449,62.3156
Belarus,1996,89.1494,79.0322,63.7328
Belarus,1997,88.383,77.917,63.0243
Belarus,1998,85.9225,75.1616,60.5749
Belarus,1999,84.2257,73.258,58.9679
Belarus,2000,84.1508,72.7957,59.3897
Belarus,2001,83.5002,65.8993,58.5677
Belarus,2002,84.7896,70.065,60.0909
Belarus,2003,86.9291,68.8659,61.7411
Belarus,2004,89.7847,71.3456,64.1493
Belarus,2005,89.7263,71.0437,63.3409
Belarus,2006,94.7365,69.1631,67.4804
Belarus,2007,92.8578,66.7214,65.4053
Belarus,2008,94.2262,67.7275,65.8731
Belarus,2009,92.7346,65.8942,63.6291
Belarus,2010,96.084,68.9345,66.737
Belarus,2011,97.8969,70.2627,67.9413
Belarus,2012,103.3673,75.349,73.4612
Belgium,1990,,,111.4015
Belgium,1991,,,116.8897
Belgium,1992,,,116.2831
Belgium,1993,,,113.5722
Belgium,1994,,,119.6816
Belgium,1995,,,119.3064
Belgium,1996,,,125.1768
Belgium,1997,,,122.4921
Belgium,1998,,,124.4281
Belgium,1999,,,121.0174
Belgium,2000,141.199,141.453,122.3914
Belgium,2001,141.8187,140.4148,123.4751
Belgium,2002,134.8557,133.4477,116.0271
Belgium,2003,141.5517,140.1396,123.4646
Belgium,2004,137.1556,135.7393,119.4552
Belgium,2005,134.2772,132.8568,117.0049
Belgium,2006,131.5053,130.8239,114.4417
Belgium,2007,127.5765,126.8933,110.7205
Belgium,2008,131.6435,130.9585,114.6334
Belgium,2009,122.254,121.5672,105.4563
Belgium,2010,130.7314,130.0428,113.9655
Belgium,2011,131.6663,130.9855,114.7945
Belgium,2012,125.8006,125.1085,108.8945
Belize,1990,5.4566,10.5786,0.3114
Belize,1991,5.6342,10.7506,0.3591
Belize,1992,5.7881,10.9042,0.3554
Belize,1993,5.9283,11.0441,0.3774
Belize,1994,6.0601,11.1755,0.3737
Belize,1995,6.1712,11.2863,0.3774
Belize,1996,6.266,11.3869,0.3078
Belize,1997,6.5166,11.589,0.3884
Belize,1998,6.6731,11.8414,0.3701
Belize,1999,7.0778,12.1896,0.6009
Belize,2000,7.3214,12.4619,0.6888
Belize,2001,7.521,12.5499,0.7108
Belize,2002,7.4158,12.4086,0.3664
Belize,2003,7.6797,12.9846,0.3847
Belize,2004,7.7364,12.7471,0.3957
Belize,2005,7.9476,13.1743,0.414
Belize,2006,8.164,13.2142,0.4324
Belize,2007,8.4085,13.6875,0.458
Belize,2008,8.6011,13.7895,0.4507
Belize,2009,8.8612,13.9085,0.469
Belize,2010,9.1196,14.1277,0.5533
Belize,2011,9.3055,14.4993,0.5533
Belize,2012,9.5973,14.5934,0.6752
Benin,1990,5.0465,20.3686,0.4002
Benin,1991,5.0373,20.285,0.3612
Benin,1992,5.1111,20.3586,0.3932
Benin,1993,5.1986,20.4461,0.4628
Benin,1994,5.3979,20.6453,0.4408
Benin,1995,5.271,20.5183,0.5095
Benin,1996,5.9383,21.2807,1.0795
Benin,1997,6.2578,21.5063,1.2489
Benin,1998,6.495,22.4496,1.2989
Benin,1999,6.4578,22.2922,1.4289
Benin,2000,6.9531,22.4027,1.5346
Benin,2001,7.0702,17.8349,1.8446
Benin,2002,8.1415,19.1445,2.1246
Benin,2003,7.9525,18.849,2.3746
Benin,2004,7.9771,18.8899,2.5346
Benin,2005,9.2456,20.2308,2.7746
Benin,2006,9.7729,20.707,3.9538
Benin,2007,10.5512,21.4101,4.5231
Benin,2008,10.4073,21.3152,4.5475
Benin,2009,10.8895,21.7049,4.8975
Benin,2010,11.1252,21.9525,5.2108
Benin,2011,11.0944,21.931,5.0994
Benin,2012,11.0237,21.7551,4.95
Bhutan,1990,0.7295,-1.61,0.1282
Bhutan,1991,0.7775,-5.3527,0.1869
Bhutan,1992,0.7798,-5.3668,0.2198
Bhutan,1993,0.7492,-5.4139,0.1869
Bhutan,1994,0.7804,-5.3992,0.2125
Bhutan,1995,0.8652,-5.3309,0.2492
Bhutan,1996,0.9039,-5.3141,0.3004
Bhutan,1997,0.9986,-5.2361,0.392
Bhutan,1998,0.9949,-5.2423,0.3847
Bhutan,1999,1.0221,-5.2106,0.3884
Bhutan,2000,0.9873,-5.2921,0.3994
Bhutan,2001,0.9483,-7.0361,0.3884
Bhutan,2002,0.9643,-7.0556,0.4177
Bhutan,2003,0.9399,-7.1129,0.3774
Bhutan,2004,0.8766,-7.1997,0.3078
Bhutan,2005,1.0191,-7.0865,0.3957
Bhutan,2006,0.997,-7.7215,0.392
Bhutan,2007,1.0144,-7.6549,0.392
Bhutan,2008,0.9902,-7.7896,0.4177
Bhutan,2009,0.97,-7.8409,0.3884
Bhutan,2010,1.064,-7.7457,0.4873
Bhutan,2011,1.1352,-7.7312,0.5606
Bhutan,2012,0.8907,-7.9676,0.3208
Bolivia,1990,21.71,105.618,5.6254
Bolivia,1991,22.2652,106.169,5.6637
Bolivia,1992,23.9787,107.8792,6.7757
Bolivia,1993,25.4954,109.3926,7.7023
Bolivia,1994,27.3825,111.2765,8.9153
Bolivia,1995,27.3425,111.2332,8.2342
Bolivia,1996,27.1265,110.4134,7.8075
Bolivia,1997,27.6161,111.2871,7.8888
Bolivia,1998,28.7929,112.4119,8.3947
Bolivia,1999,29.0012,117.3154,7.8014
Bolivia,2000,29.1861,109.1993,8.1374
Bolivia,2001,28.018,105.4048,7.658
Bolivia,2002,30.0513,109.2256,8.2662
Bolivia,2003,31.7396,111.022,9.0912
Bolivia,2004,34.3953,127.5632,9.6846
Bolivia,2005,36.0761,121.7675,10.4934
Bolivia,2006,36.7829,128.0342,11.346
Bolivia,2007,38.2497,132.7968,12.3127
Bolivia,2008,39.3711,129.8229,13.4146
Bolivia,2009,40.7004,128.775,14.1403
Bolivia,2010,45.1142,154.8518,15.5162
Bolivia,2011,44.8312,140.2845,16.9543
Bolivia,2012,46.0336,136.4737,16.7379
Bosnia & Herzegovina,1990,,,23.7914
Bosnia & Herzegovina,1991,,,21.2934
Bosnia & Herzegovina,1992,19.5517,19.7518,15.7133
Bosnia & Herzegovina,1993,16.9377,6.084,13.1933
Bosnia & Herzegovina,1994,6.718,-4.1092,3.1509
Bosnia & Herzegovina,1995,6.6646,-4.1363,3.3536
Bosnia & Herzegovina,1996,7.6657,-3.1111,4.1433
Bosnia & Herzegovina,1997,12.5808,1.797,8.3689
Bosnia & Herzegovina,1998,15.4592,4.7672,10.6102
Bosnia & Herzegovina,1999,15.735,5.1035,10.3702
Bosnia & Herzegovina,2000,19.6451,9.1189,13.8214
Bosnia & Herzegovina,2001,19.3869,19.5499,13.6417
Bosnia & Herzegovina,2002,20.1635,20.3067,14.4443
Bosnia & Herzegovina,2003,20.5628,20.9446,14.7633
Bosnia & Herzegovina,2004,21.5473,21.687,15.4803
Bosnia & Herzegovina,2005,22.2197,22.3556,16.143
Bosnia & Herzegovina,2006,23.9944,24.1327,17.8419
Bosnia & Herzegovina,2007,24.8544,25.1158,18.7975
Bosnia & Herzegovina,2008,26.5658,26.7093,20.6198
Bosnia & Herzegovina,2009,26.5442,26.6793,20.2749
Bosnia & Herzegovina,2010,26.6375,26.7738,20.5227
Bosnia & Herzegovina,2011,29.6697,29.8543,23.2533
Bosnia & Herzegovina,2012,27.5127,27.7526,21.22
Botswana,1990,12.8082,22.3263,2.77
Botswana,1991,12.3109,22.1171,2.7
Botswana,1992,12.605,22.6994,3.25
Botswana,1993,12.3431,22.7258,3.21
Botswana,1994,12.5902,23.2611,3.04
Botswana,1995,13.4916,24.4506,3.15
Botswana,1996,14.8586,27.5637,2.88
Botswana,1997,14.5183,28.7516,3.03
Botswana,1998,14.2875,29.9687,3.67
Botswana,1999,14.2064,28.1666,3.69
Botswana,2000,14.2084,27.1166,3.98
Botswana,2001,14.4966,22.9838,3.68
Botswana,2002,13.7161,31.3933,3.83
Botswana,2003,9.1384,20.0075,3.75
Botswana,2004,9.7521,18.3124,3.92
Botswana,2005,10.2901,21.9222,4.22
Botswana,2006,12.6898,21.6392,4.02
Botswana,2007,10.8826,22.7201,4.28
Botswana,2008,17.3101,26.918,4.35
Botswana,2009,10.868,19.3414,4.05
Botswana,2010,20.2135,28.9013,4.81
Botswana,2011,22.8145,33.5513,4.54
Botswana,2012,13.3068,23.9026,4.47
Brazil,1990,565.0934,1606.5946,207.956
Brazil,1991,583.2766,1617.9013,214.988
Brazil,1992,592.9674,1629.9566,217.9696
Brazil,1993,602.9109,1642.2644,224.8841
Brazil,1994,620.0349,1661.7528,233.3842
Brazil,1995,644.8677,1688.95,251.6037
Brazil,1996,653.8717,1698.0552,273.9978
Brazil,1997,682.3446,1731.2848,294.1065
Brazil,1998,702.8888,1764.3921,303.6795
Brazil,1999,716.5903,1774.9004,314.6126
Brazil,2000,733.4806,1778.9797,326.8958
Brazil,2001,754.6724,1945.2897,332.995
Brazil,2002,776.4538,1972.6265,331.49
Brazil,2003,788.5656,1987.2635,322.7236
Brazil,2004,826.2988,2029.8726,340.5358
Brazil,2005,840.1933,2056.9903,346.5112
Brazil,2006,840.588,1632.5578,352.1808
Brazil,2007,868.6,1685.5654,369.3556
Brazil,2008,883.7682,1677.1592,391.9075
Brazil,2009,870.7362,1661.52,370.3887
Brazil,2010,950.3121,1773.7744,422.4304
Brazil,2011,973.7766,1768.7537,443.1584
Brazil,2012,1012.5542,1823.1483,477.7701
Brunei,1990,12.5092,14.7601,3.9075
Brunei,1991,12.1092,14.3077,3.37
Brunei,1992,12.447,14.6408,3.57
Brunei,1993,12.8632,15.0523,3.86
Brunei,1994,13.2696,15.454,4.13
Brunei,1995,13.7653,15.945,4.49
Brunei,1996,14.4383,16.5759,4.8346
Brunei,1997,15.155,17.3229,5.2146
Brunei,1998,14.6992,17.551,4.4263
Brunei,1999,14.9127,17.021,4.3026
Brunei,2000,15.4921,17.5988,4.5472
Brunei,2001,15.4665,17.4995,4.4236
Brunei,2002,15.6211,17.6699,4.4909
Brunei,2003,16.5964,18.6475,5.3672
Brunei,2004,16.3654,18.4007,5.0409
Brunei,2005,16.3637,18.4247,4.9519
Brunei,2006,18.7104,20.7548,7.3309
Brunei,2007,18.2878,20.3273,6.9389
Brunei,2008,18.6403,20.6766,7.3309
Brunei,2009,18.8016,20.8916,7.5299
Brunei,2010,18.9101,20.9674,7.6699
Brunei,2011,19.8173,21.8421,8.3836
Brunei,2012,20.0453,22.0675,8.4
Bulgaria,1990,99.7969,90.7589,77.2886
Bulgaria,1991,79.1973,68.1982,57.6935
Bulgaria,1992,74.3002,63.267,55.2226
Bulgaria,1993,73.5483,62.481,56.1503
Bulgaria,1994,70.2473,59.1459,53.5526
Bulgaria,1995,70.0186,58.8831,54.3032
Bulgaria,1996,70.4616,59.2804,54.9762
Bulgaria,1997,67.037,55.8185,51.9844
Bulgaria,1998,64.2653,53.0245,49.7284
Bulgaria,1999,58.2364,46.9548,44.0059
Bulgaria,2000,57.4954,46.2206,43.4592
Bulgaria,2001,60.0983,46.8969,46.1006
Bulgaria,2002,57.5891,44.1202,43.2962
Bulgaria,2003,62.0116,48.3948,47.5979
Bulgaria,2004,61.2461,47.4822,47.1356
Bulgaria,2005,61.56,47.6028,48.1027
Bulgaria,2006,62.6766,49.6991,49.6008
Bulgaria,2007,66.4535,53.4208,53.0384
Bulgaria,2008,64.7438,51.4784,51.0839
Bulgaria,2009,57.4778,44.06,43.5164
Bulgaria,2010,59.1356,45.5974,45.2083
Bulgaria,2011,64.6204,50.9503,50.0653
Bulgaria,2012,59.9717,46.2247,45.7447
Burkina Faso,1990,11.1056,24.8077,0.5862
Burkina Faso,1991,11.511,24.1476,0.6265
Burkina Faso,1992,11.8941,24.5241,0.6302
Burkina Faso,1993,12.2356,24.8589,0.6265
Burkina Faso,1994,12.6709,25.2876,0.6449
Burkina Faso,1995,13.1168,25.7268,0.6265
Burkina Faso,1996,13.4708,26.2444,0.7072
Burkina Faso,1997,14.2438,26.95,0.8061
Burkina Faso,1998,14.6109,27.8725,0.861
Burkina Faso,1999,15.1772,28.0546,0.9307
Burkina Faso,2000,14.6752,27.7053,1.0406
Burkina Faso,2001,14.5326,26.497,0.9966
Burkina Faso,2002,15.1796,27.6338,1.0039
Burkina Faso,2003,18.1461,30.1771,1.0772
Burkina Faso,2004,18.4177,30.1731,1.1029
Burkina Faso,2005,19.018,31.1498,1.1248
Burkina Faso,2006,18.907,31.282,1.3593
Burkina Faso,2007,19.5252,31.8898,1.6451
Burkina Faso,2008,20.0142,32.2435,1.6964
